# BLASTN 2.16.0+
# Query: CM024525.1 Eucalyptus virginea isolate CCA4170 chloroplast, complete sequence, whole genome shotgun sequence
# Database: e_phylacis_db
# Fields: subject id, % identity, alignment length, query length, subject length, % query coverage per subject, evalue
# 4829 hits found
ptg000022l	99.794	80388	160251	198530	99	0.0
ptg000022l	99.699	79985	160251	198530	99	0.0
ptg000022l	99.892	35265	160251	198530	99	0.0
ptg000022l	99.883	26413	160251	198530	99	0.0
ptg000022l	99.788	26415	160251	198530	99	0.0
ptg000022l	99.786	26151	160251	198530	99	0.0
ptg000022l	99.935	3086	160251	198530	99	0.0
ptg000022l	100.000	39	160251	198530	99	8.40e-09
ptg000022l	97.619	42	160251	198530	99	8.40e-09
ptg000022l	97.500	40	160251	198530	99	1.09e-07
ptg000022l	97.500	40	160251	198530	99	1.09e-07
ptg000022l	97.500	40	160251	198530	99	1.09e-07
ptg000022l	97.500	40	160251	198530	99	1.09e-07
ptg000022l	97.500	40	160251	198530	99	1.09e-07
ptg000022l	79.121	91	160251	198530	99	2.35e-04
ptg000022l	100.000	30	160251	198530	99	8.46e-04
ptg000022l	100.000	30	160251	198530	99	8.46e-04
ptg000022l	100.000	30	160251	198530	99	8.46e-04
ptg000022l	100.000	28	160251	198530	99	0.011
ptg000021l	99.699	79985	160251	272542	77	0.0
ptg000021l	99.902	15309	160251	272542	77	0.0
ptg000021l	99.726	15312	160251	272542	77	0.0
ptg000021l	99.763	10966	160251	272542	77	0.0
ptg000021l	99.838	1851	160251	272542	77	0.0
ptg000021l	99.838	1849	160251	272542	77	0.0
ptg000021l	99.028	1851	160251	272542	77	0.0
ptg000021l	74.016	889	160251	272542	77	1.63e-80
ptg000021l	73.903	889	160251	272542	77	7.61e-79
ptg000021l	74.943	435	160251	272542	77	6.18e-45
ptg000021l	100.000	39	160251	272542	77	8.40e-09
ptg000021l	97.500	40	160251	272542	77	1.09e-07
ptg000021l	79.121	91	160251	272542	77	2.35e-04
ptg000021l	100.000	30	160251	272542	77	8.46e-04
ptg000021l	100.000	30	160251	272542	77	8.46e-04
ptg000021l	100.000	30	160251	272542	77	8.46e-04
ptg000021l	100.000	28	160251	272542	77	0.011
ptg000033l	99.775	68567	160251	79721	51	0.0
ptg000033l	99.887	35529	160251	79721	51	0.0
ptg000033l	99.789	23711	160251	79721	51	0.0
ptg000033l	99.952	2095	160251	79721	51	0.0
ptg000033l	100.000	39	160251	79721	51	8.40e-09
ptg000033l	97.500	40	160251	79721	51	1.09e-07
ptg000033l	97.500	40	160251	79721	51	1.09e-07
ptg000033l	97.500	40	160251	79721	51	1.09e-07
ptg000033l	97.500	40	160251	79721	51	1.09e-07
ptg000027l	99.739	49038	160251	214149	43	0.0
ptg000027l	99.904	22941	160251	214149	43	0.0
ptg000027l	99.882	7652	160251	214149	43	0.0
ptg000027l	92.401	2632	160251	214149	43	0.0
ptg000027l	82.176	533	160251	214149	43	2.60e-113
ptg000027l	74.016	889	160251	214149	43	1.63e-80
ptg000027l	73.903	889	160251	214149	43	7.61e-79
ptg000027l	77.925	453	160251	214149	43	1.01e-57
ptg000027l	74.943	435	160251	214149	43	6.18e-45
ptg000027l	91.954	87	160251	214149	43	8.22e-24
ptg000027l	91.954	87	160251	214149	43	8.22e-24
ptg000027l	100.000	43	160251	214149	43	5.02e-11
ptg000027l	97.619	42	160251	214149	43	8.40e-09
ptg000027l	97.500	40	160251	214149	43	1.09e-07
ptg000027l	97.500	40	160251	214149	43	1.09e-07
ptg000027l	97.500	40	160251	214149	43	1.09e-07
ptg000046l	99.749	35864	160251	53645	24	0.0
ptg000046l	99.867	9773	160251	53645	24	0.0
ptg000046l	99.882	7650	160251	53645	24	0.0
ptg000046l	97.619	42	160251	53645	24	8.40e-09
ptg000046l	97.500	40	160251	53645	24	1.09e-07
ptg000046l	97.500	40	160251	53645	24	1.09e-07
ptg000005l	94.659	6797	160251	61704420	53	0.0
ptg000005l	96.678	3642	160251	61704420	53	0.0
ptg000005l	95.709	3752	160251	61704420	53	0.0
ptg000005l	98.663	2992	160251	61704420	53	0.0
ptg000005l	96.866	2010	160251	61704420	53	0.0
ptg000005l	96.054	1926	160251	61704420	53	0.0
ptg000005l	94.432	1778	160251	61704420	53	0.0
ptg000005l	91.249	1874	160251	61704420	53	0.0
ptg000005l	91.011	1880	160251	61704420	53	0.0
ptg000005l	97.213	1148	160251	61704420	53	0.0
ptg000005l	96.821	975	160251	61704420	53	0.0
ptg000005l	96.718	975	160251	61704420	53	0.0
ptg000005l	89.889	1167	160251	61704420	53	0.0
ptg000005l	89.803	1167	160251	61704420	53	0.0
ptg000005l	92.885	1026	160251	61704420	53	0.0
ptg000005l	95.854	820	160251	61704420	53	0.0
ptg000005l	88.423	1097	160251	61704420	53	0.0
ptg000005l	88.026	1094	160251	61704420	53	0.0
ptg000005l	97.756	713	160251	61704420	53	0.0
ptg000005l	90.941	850	160251	61704420	53	0.0
ptg000005l	94.590	647	160251	61704420	53	0.0
ptg000005l	88.523	819	160251	61704420	53	0.0
ptg000005l	94.595	629	160251	61704420	53	0.0
ptg000005l	88.321	822	160251	61704420	53	0.0
ptg000005l	93.651	630	160251	61704420	53	0.0
ptg000005l	97.727	528	160251	61704420	53	0.0
ptg000005l	97.368	532	160251	61704420	53	0.0
ptg000005l	96.507	544	160251	61704420	53	0.0
ptg000005l	95.756	542	160251	61704420	53	0.0
ptg000005l	98.340	482	160251	61704420	53	0.0
ptg000005l	93.162	585	160251	61704420	53	0.0
ptg000005l	93.162	585	160251	61704420	53	0.0
ptg000005l	95.898	512	160251	61704420	53	0.0
ptg000005l	98.291	468	160251	61704420	53	0.0
ptg000005l	97.510	482	160251	61704420	53	0.0
ptg000005l	98.072	415	160251	61704420	53	0.0
ptg000005l	87.460	630	160251	61704420	53	0.0
ptg000005l	90.112	536	160251	61704420	53	0.0
ptg000005l	89.758	537	160251	61704420	53	0.0
ptg000005l	89.777	538	160251	61704420	53	0.0
ptg000005l	89.944	537	160251	61704420	53	0.0
ptg000005l	89.219	538	160251	61704420	53	0.0
ptg000005l	99.722	360	160251	61704420	53	0.0
ptg000005l	95.377	411	160251	61704420	53	0.0
ptg000005l	97.613	377	160251	61704420	53	0.0
ptg000005l	96.419	391	160251	61704420	53	1.42e-180
ptg000005l	98.876	356	160251	61704420	53	2.37e-178
ptg000005l	92.905	451	160251	61704420	53	8.54e-178
ptg000005l	95.443	395	160251	61704420	53	3.97e-176
ptg000005l	94.581	406	160251	61704420	53	5.14e-175
ptg000005l	94.962	397	160251	61704420	53	2.39e-173
ptg000005l	94.089	406	160251	61704420	53	4.00e-171
ptg000005l	89.047	493	160251	61704420	53	2.41e-168
ptg000005l	88.980	490	160251	61704420	53	1.12e-166
ptg000005l	95.225	377	160251	61704420	53	1.45e-165
ptg000005l	94.709	378	160251	61704420	53	2.43e-163
ptg000005l	95.628	366	160251	61704420	53	3.14e-162
ptg000005l	91.091	449	160251	61704420	53	1.13e-161
ptg000005l	97.076	342	160251	61704420	53	1.89e-159
ptg000005l	96.532	346	160251	61704420	53	8.79e-158
ptg000005l	86.857	525	160251	61704420	53	3.16e-157
ptg000005l	98.089	314	160251	61704420	53	1.14e-151
ptg000005l	96.319	326	160251	61704420	53	8.91e-148
ptg000005l	98.046	307	160251	61704420	53	3.21e-147
ptg000005l	93.132	364	160251	61704420	53	3.21e-147
ptg000005l	93.113	363	160251	61704420	53	1.15e-146
ptg000005l	100.000	285	160251	61704420	53	1.49e-145
ptg000005l	97.403	308	160251	61704420	53	1.93e-144
ptg000005l	91.026	390	160251	61704420	53	1.93e-144
ptg000005l	96.815	314	160251	61704420	53	6.94e-144
ptg000005l	89.731	409	160251	61704420	53	2.50e-143
ptg000005l	89.731	409	160251	61704420	53	2.50e-143
ptg000005l	95.652	322	160251	61704420	53	8.98e-143
ptg000005l	93.410	349	160251	61704420	53	3.23e-142
ptg000005l	93.410	349	160251	61704420	53	3.23e-142
ptg000005l	93.567	342	160251	61704420	53	1.50e-140
ptg000005l	97.635	296	160251	61704420	53	5.40e-140
ptg000005l	97.635	296	160251	61704420	53	5.40e-140
ptg000005l	92.982	342	160251	61704420	53	1.17e-136
ptg000005l	94.136	324	160251	61704420	53	5.44e-135
ptg000005l	95.738	305	160251	61704420	53	1.96e-134
ptg000005l	93.846	325	160251	61704420	53	7.04e-134
ptg000005l	92.222	360	160251	61704420	53	7.04e-134
ptg000005l	88.636	396	160251	61704420	53	1.52e-130
ptg000005l	88.636	396	160251	61704420	53	1.52e-130
ptg000005l	92.492	333	160251	61704420	53	1.52e-130
ptg000005l	93.711	318	160251	61704420	53	5.48e-130
ptg000005l	91.092	348	160251	61704420	53	7.09e-129
ptg000005l	91.092	348	160251	61704420	53	7.09e-129
ptg000005l	99.611	257	160251	61704420	53	2.55e-128
ptg000005l	92.515	334	160251	61704420	53	1.19e-126
ptg000005l	97.101	276	160251	61704420	53	1.19e-126
ptg000005l	94.649	299	160251	61704420	53	4.27e-126
ptg000005l	91.867	332	160251	61704420	53	1.53e-125
ptg000005l	98.837	258	160251	61704420	53	1.53e-125
ptg000005l	91.566	332	160251	61704420	53	2.57e-123
ptg000005l	98.069	259	160251	61704420	53	9.23e-123
ptg000005l	94.079	304	160251	61704420	53	3.32e-122
ptg000005l	94.218	294	160251	61704420	53	1.19e-121
ptg000005l	94.218	294	160251	61704420	53	1.19e-121
ptg000005l	97.674	258	160251	61704420	53	1.55e-120
ptg000005l	95.324	278	160251	61704420	53	2.00e-119
ptg000005l	89.655	348	160251	61704420	53	2.00e-119
ptg000005l	97.287	258	160251	61704420	53	9.30e-118
ptg000005l	90.087	343	160251	61704420	53	3.34e-117
ptg000005l	90.145	345	160251	61704420	53	1.20e-116
